Node_i ,Node_j ,"A[i,j]" ,"A[j,i]" ,Diff                   ,Direction
    16 ,    37 ,  0.0582 ,  0.0242 ,0.034                  ,16->37
    16 ,    38 ,  0.0576 ,  0.0236 ,0.034                  ,16->38
    24 ,    32 ,  0.0524 ,  0.0184 ,0.034                  ,24->32
     8 ,    13 ,  0.3774 ,  0.4114 ,0.033999999999999975   ,13->8
    42 ,    48 ,  0.103  ,  0.0691 ,0.0339                 ,42->48
    31 ,    32 ,  0.217  ,  0.1832 ,0.0338                 ,31->32
    25 ,    26 ,  0.172  ,  0.2056 ,0.03360000000000002    ,26->25
    23 ,    26 ,  0.0546 ,  0.0211 ,0.0335                 ,23->26
    26 ,    34 ,  0.0476 ,  0.0811 ,0.0335                 ,34->26
     8 ,    32 ,  0.0558 ,  0.0891 ,0.033299999999999996   ,32->8
    45 ,    49 ,  0.165  ,  0.1317 ,0.033299999999999996   ,45->49
     4 ,    18 ,  0.0145 ,  0.0477 ,0.0332                 ,18->4
    16 ,    24 ,  0.0148 ,  0.048  ,0.0332                 ,24->16
    40 ,    48 ,  0.0314 ,  0.0645 ,0.033100000000000004   ,48->40
    24 ,    28 ,  0.0475 ,  0.0146 ,0.0329                 ,24->28
    21 ,    27 ,  0.0536 ,  0.0208 ,0.0328                 ,21->27
    20 ,    25 ,  0.0448 ,  0.012  ,0.032799999999999996   ,20->25
    31 ,    33 ,  0.1471 ,  0.1145 ,0.032600000000000004   ,31->33
    18 ,    31 ,  0.0439 ,  0.0114 ,0.0325                 ,18->31
    28 ,    43 ,  0.0576 ,  0.0901 ,0.0325                 ,43->28
    22 ,    46 ,  0.0462 ,  0.0138 ,0.0324                 ,22->46
     9 ,    15 ,  0.0339 ,  0.0661 ,0.032200000000000006   ,15->9
     8 ,    19 ,  0.0495 ,  0.0817 ,0.03219999999999999    ,19->8
     1 ,    16 ,  0.0259 ,  0.058  ,0.032100000000000004   ,16->1
    18 ,    37 ,  0.0505 ,  0.0184 ,0.032100000000000004   ,18->37
    33 ,    41 ,  0.0636 ,  0.0315 ,0.032100000000000004   ,33->41
    42 ,    44 ,  0.1504 ,  0.1184 ,0.032                  ,42->44
    25 ,    45 ,  0.0316 ,  0.0635 ,0.0319                 ,45->25
     9 ,    41 ,  0.0253 ,  0.057  ,0.031700000000000006   ,41->9
    23 ,    37 ,  0.0541 ,  0.0224 ,0.031700000000000006   ,23->37
     3 ,     5 ,  0.1425 ,  0.1108 ,0.03169999999999999    ,3->5
     0 ,     9 ,  0.0976 ,  0.066  ,0.0316                 ,0->9
    15 ,    47 ,  0.0734 ,  0.0422 ,0.031200000000000006   ,15->47
     4 ,     5 ,  0.122  ,  0.091  ,0.031                  ,4->5
     4 ,    30 ,  0.0363 ,  0.0673 ,0.031                  ,30->4
    31 ,    34 ,  0.1116 ,  0.1426 ,0.031                  ,34->31
     3 ,    26 ,  0.0477 ,  0.0785 ,0.0308                 ,26->3
    34 ,    45 ,  0.0597 ,  0.0291 ,0.030600000000000002   ,34->45
     6 ,    26 ,  0.0584 ,  0.0889 ,0.030500000000000006   ,26->6
    25 ,    44 ,  0.0403 ,  0.0706 ,0.030299999999999994   ,44->25
    29 ,    33 ,  0.0692 ,  0.0993 ,0.030100000000000002   ,33->29
    24 ,    25 ,  0.0494 ,  0.0194 ,0.03                   ,24->25
     6 ,    40 ,  0.0321 ,  0.062  ,0.029900000000000003   ,40->6
     9 ,    46 ,  0.0767 ,  0.0471 ,0.0296                 ,9->46
    15 ,    20 ,  0.0134 ,  0.0427 ,0.0293                 ,20->15
    21 ,    38 ,  0.051  ,  0.0218 ,0.029199999999999997   ,21->38
    40 ,    43 ,  0.0516 ,  0.0808 ,0.029199999999999997   ,43->40
     0 ,    33 ,  0.0506 ,  0.0797 ,0.029099999999999994   ,33->0
    20 ,    28 ,  0.0442 ,  0.0154 ,0.028800000000000003   ,20->28
    16 ,    49 ,  0.0504 ,  0.0218 ,0.0286                 ,16->49
     3 ,    42 ,  0.0293 ,  0.0578 ,0.028499999999999998   ,42->3
    22 ,    23 ,  0.0678 ,  0.0393 ,0.028499999999999998   ,22->23
     8 ,    15 ,  0.0427 ,  0.0711 ,0.028399999999999995   ,15->8
     8 ,    44 ,  0.0343 ,  0.0626 ,0.028300000000000006   ,44->8
     2 ,    19 ,  0.0305 ,  0.0588 ,0.0283                 ,19->2
    29 ,    43 ,  0.0456 ,  0.0738 ,0.028200000000000003   ,43->29
    23 ,    47 ,  0.0535 ,  0.0253 ,0.0282                 ,23->47
     0 ,     8 ,  0.0894 ,  0.0612 ,0.028199999999999996   ,0->8
    21 ,    28 ,  0.0423 ,  0.0141 ,0.028199999999999996   ,21->28
     2 ,    18 ,  0.0319 ,  0.06   ,0.0281                 ,18->2
     2 ,    26 ,  0.1047 ,  0.0766 ,0.0281                 ,2->26
    15 ,    33 ,  0.0468 ,  0.0187 ,0.0281                 ,15->33
    12 ,    29 ,  0.1341 ,  0.1621 ,0.027999999999999997   ,29->12
     9 ,    20 ,  0.0146 ,  0.0425 ,0.0279                 ,20->9
     1 ,    48 ,  0.0713 ,  0.0992 ,0.027899999999999994   ,48->1
     4 ,     8 ,  0.0744 ,  0.1022 ,0.027800000000000005   ,8->4
    24 ,    49 ,  0.0436 ,  0.0158 ,0.0278                 ,24->49
     8 ,    31 ,  0.0689 ,  0.0412 ,0.027700000000000002   ,8->31
     4 ,    19 ,  0.0168 ,  0.0444 ,0.027600000000000003   ,19->4
     1 ,    15 ,  0.0353 ,  0.0628 ,0.027499999999999997   ,15->1
     8 ,    46 ,  0.0958 ,  0.0683 ,0.027499999999999997   ,8->46
     9 ,    26 ,  0.0456 ,  0.073  ,0.027399999999999994   ,26->9
    24 ,    34 ,  0.0462 ,  0.0189 ,0.027299999999999998   ,24->34
    21 ,    26 ,  0.046  ,  0.0189 ,0.0271                 ,21->26
     9 ,    19 ,  0.0362 ,  0.0633 ,0.027099999999999992   ,19->9
    12 ,    46 ,  0.1274 ,  0.1006 ,0.026800000000000018   ,12->46
    30 ,    49 ,  0.0233 ,  0.0501 ,0.026799999999999997   ,49->30
    21 ,    30 ,  0.0378 ,  0.0111 ,0.0267                 ,21->30
    42 ,    46 ,  0.0521 ,  0.0255 ,0.026600000000000002   ,42->46
    23 ,    34 ,  0.0462 ,  0.0197 ,0.0265                 ,23->34
    29 ,    31 ,  0.0331 ,  0.0595 ,0.0264                 ,31->29
     8 ,    29 ,  0.1202 ,  0.0939 ,0.026300000000000004   ,8->29
    41 ,    47 ,  0.0634 ,  0.0897 ,0.026300000000000004   ,47->41
     5 ,    26 ,  0.0681 ,  0.0943 ,0.0262                 ,26->5
    25 ,    49 ,  0.0337 ,  0.0598 ,0.026099999999999998   ,49->25
     3 ,    45 ,  0.0329 ,  0.0588 ,0.0259                 ,45->3
    19 ,    27 ,  0.052  ,  0.0261 ,0.025899999999999996   ,19->27
    25 ,    28 ,  0.1425 ,  0.1683 ,0.025800000000000017   ,28->25
    43 ,    47 ,  0.087  ,  0.1128 ,0.025800000000000003   ,47->43
    21 ,    37 ,  0.0501 ,  0.0244 ,0.025699999999999997   ,21->37
    23 ,    25 ,  0.0431 ,  0.0175 ,0.025599999999999998   ,23->25
    24 ,    33 ,  0.0462 ,  0.0207 ,0.0255                 ,24->33
    13 ,    25 ,  0.148  ,  0.1225 ,0.025499999999999995   ,13->25
     8 ,    41 ,  0.0321 ,  0.0575 ,0.025400000000000006   ,41->8
     1 ,    19 ,  0.025  ,  0.0504 ,0.0254                 ,19->1
    15 ,    18 ,  0.0388 ,  0.0642 ,0.025399999999999992   ,18->15
     0 ,    32 ,  0.0499 ,  0.075  ,0.025099999999999997   ,32->0
     8 ,    27 ,  0.0818 ,  0.1068 ,0.02500000000000001    ,27->8
    23 ,    33 ,  0.0448 ,  0.0198 ,0.024999999999999998   ,23->33
    42 ,    47 ,  0.1674 ,  0.1424 ,0.024999999999999994   ,42->47
     0 ,    18 ,  0.0128 ,  0.0377 ,0.0249                 ,18->0
    13 ,    30 ,  0.0686 ,  0.0933 ,0.0247                 ,30->13
     2 ,    49 ,  0.0771 ,  0.0526 ,0.0245                 ,2->49
    12 ,    28 ,  0.1235 ,  0.148  ,0.024499999999999994   ,28->12
    17 ,    31 ,  0.0351 ,  0.0107 ,0.024399999999999998   ,17->31
    17 ,    32 ,  0.0469 ,  0.0225 ,0.024399999999999998   ,17->32
     1 ,    26 ,  0.0863 ,  0.062  ,0.024300000000000002   ,1->26
     6 ,    30 ,  0.0514 ,  0.0757 ,0.024300000000000002   ,30->6
    18 ,    30 ,  0.0345 ,  0.0102 ,0.024300000000000002   ,18->30
    40 ,    49 ,  0.0209 ,  0.0452 ,0.0243                 ,49->40
    16 ,    18 ,  0.0765 ,  0.1007 ,0.0242                 ,18->16
    34 ,    46 ,  0.047  ,  0.0228 ,0.0242                 ,34->46
     0 ,    15 ,  0.0245 ,  0.0485 ,0.024                  ,15->0
    18 ,    32 ,  0.0478 ,  0.0239 ,0.0239                 ,18->32
    21 ,    34 ,  0.0414 ,  0.0175 ,0.023899999999999998   ,21->34
    18 ,    24 ,  0.022  ,  0.0457 ,0.0237                 ,24->18
     5 ,     8 ,  0.2606 ,  0.2842 ,0.02360000000000001    ,8->5
     6 ,    46 ,  0.0783 ,  0.1019 ,0.02360000000000001    ,46->6
    18 ,    33 ,  0.0438 ,  0.0202 ,0.0236                 ,18->33
    38 ,    41 ,  0.066  ,  0.0896 ,0.023599999999999996   ,41->38
     7 ,    29 ,  0.1063 ,  0.0828 ,0.023500000000000007   ,7->29
    32 ,    47 ,  0.1044 ,  0.1279 ,0.023500000000000007   ,47->32
    18 ,    48 ,  0.0402 ,  0.0167 ,0.0235                 ,18->48
    24 ,    29 ,  0.0413 ,  0.0179 ,0.023400000000000004   ,24->29
    20 ,    41 ,  0.0378 ,  0.0144 ,0.0234                 ,20->41
     8 ,    30 ,  0.0673 ,  0.0439 ,0.023399999999999997   ,8->30
    19 ,    24 ,  0.0163 ,  0.0395 ,0.023200000000000002   ,24->19
    40 ,    47 ,  0.0449 ,  0.0681 ,0.02319999999999999    ,47->40
     4 ,    26 ,  0.0556 ,  0.0786 ,0.023000000000000007   ,26->4
    23 ,    49 ,  0.0456 ,  0.0226 ,0.023000000000000003   ,23->49
    26 ,    46 ,  0.0325 ,  0.0555 ,0.023                  ,46->26
    15 ,    48 ,  0.0582 ,  0.0353 ,0.022900000000000004   ,15->48
    20 ,    29 ,  0.0393 ,  0.0164 ,0.0229                 ,20->29
    23 ,    31 ,  0.0348 ,  0.0119 ,0.022899999999999997   ,23->31
    27 ,    45 ,  0.0453 ,  0.0682 ,0.022899999999999997   ,45->27
    17 ,    24 ,  0.0253 ,  0.0481 ,0.022799999999999997   ,24->17
     2 ,    33 ,  0.0983 ,  0.121  ,0.022699999999999998   ,33->2
     3 ,     9 ,  0.1242 ,  0.1016 ,0.02260000000000001    ,3->9
    16 ,    33 ,  0.0406 ,  0.018  ,0.0226                 ,16->33
    17 ,    33 ,  0.0375 ,  0.015  ,0.0225                 ,17->33
    30 ,    41 ,  0.0562 ,  0.0337 ,0.0225                 ,30->41
    20 ,    40 ,  0.0359 ,  0.0136 ,0.0223                 ,20->40
    15 ,    24 ,  0.0222 ,  0.0445 ,0.022299999999999997   ,24->15
     8 ,    20 ,  0.0178 ,  0.04   ,0.0222                 ,20->8
     8 ,    25 ,  0.1002 ,  0.078  ,0.022199999999999998   ,8->25
    15 ,    16 ,  0.1154 ,  0.1375 ,0.02210000000000001    ,16->15
     0 ,    19 ,  0.0143 ,  0.0364 ,0.0221                 ,19->0
    23 ,    32 ,  0.0411 ,  0.019  ,0.022099999999999998   ,23->32
    14 ,    39 ,  0.4601 ,  0.4381 ,0.02200000000000002    ,14->39
    19 ,    37 ,  0.0454 ,  0.0234 ,0.022000000000000002   ,19->37
    41 ,    49 ,  0.0254 ,  0.0474 ,0.022                  ,49->41
    23 ,    48 ,  0.0485 ,  0.0266 ,0.021900000000000003   ,23->48
     0 ,     7 ,  0.1194 ,  0.1412 ,0.021799999999999986   ,7->0
     3 ,     8 ,  0.1314 ,  0.1096 ,0.021799999999999986   ,3->8
     4 ,    32 ,  0.0697 ,  0.0912 ,0.021500000000000005   ,32->4
     2 ,    32 ,  0.1328 ,  0.1543 ,0.02149999999999999    ,32->2
     4 ,    12 ,  0.1079 ,  0.1294 ,0.02149999999999999    ,12->4
     7 ,    46 ,  0.0886 ,  0.0672 ,0.021400000000000002   ,7->46
    18 ,    47 ,  0.0415 ,  0.0201 ,0.021400000000000002   ,18->47
     9 ,    37 ,  0.0398 ,  0.0612 ,0.021399999999999995   ,37->9
    40 ,    44 ,  0.0821 ,  0.1035 ,0.02139999999999999    ,44->40
    42 ,    45 ,  0.0375 ,  0.0162 ,0.0213                 ,42->45
    23 ,    45 ,  0.0442 ,  0.023  ,0.021200000000000004   ,23->45
    24 ,    47 ,  0.0432 ,  0.022  ,0.021200000000000004   ,24->47
    25 ,    41 ,  0.0355 ,  0.0567 ,0.021200000000000004   ,41->25
    23 ,    41 ,  0.0354 ,  0.0142 ,0.0212                 ,23->41
     6 ,     9 ,  0.5153 ,  0.4941 ,0.021199999999999997   ,6->9
    24 ,    30 ,  0.0332 ,  0.0121 ,0.0211                 ,24->30
    37 ,    46 ,  0.0504 ,  0.0715 ,0.021099999999999994   ,46->37
    20 ,    47 ,  0.0428 ,  0.0218 ,0.020999999999999998   ,20->47
    32 ,    41 ,  0.0543 ,  0.0333 ,0.020999999999999998   ,32->41
    44 ,    46 ,  0.0425 ,  0.0217 ,0.020800000000000003   ,44->46
    26 ,    45 ,  0.0283 ,  0.0491 ,0.0208                 ,45->26
     5 ,    31 ,  0.0636 ,  0.043  ,0.020600000000000007   ,5->31
     7 ,    27 ,  0.1333 ,  0.1539 ,0.020600000000000007   ,27->7
    20 ,    30 ,  0.0336 ,  0.0131 ,0.020499999999999997   ,20->30
    31 ,    49 ,  0.0211 ,  0.0416 ,0.020499999999999997   ,49->31
     3 ,    43 ,  0.0269 ,  0.0473 ,0.0204                 ,43->3
     7 ,    40 ,  0.0284 ,  0.0488 ,0.0204                 ,40->7
     9 ,    31 ,  0.0522 ,  0.0318 ,0.0204                 ,9->31
     1 ,    30 ,  0.0467 ,  0.067  ,0.020300000000000006   ,30->1
     3 ,    32 ,  0.073  ,  0.0932 ,0.02020000000000001    ,32->3
    26 ,    29 ,  0.1803 ,  0.2004 ,0.020100000000000007   ,29->26
    19 ,    46 ,  0.0525 ,  0.0324 ,0.0201                 ,19->46
    33 ,    46 ,  0.0462 ,  0.0261 ,0.020099999999999996   ,33->46
     6 ,    13 ,  0.5195 ,  0.5395 ,0.020000000000000018   ,13->6
     9 ,    40 ,  0.0262 ,  0.0461 ,0.0199                 ,40->9
    15 ,    31 ,  0.0352 ,  0.0153 ,0.0199                 ,15->31
    17 ,    30 ,  0.0325 ,  0.0126 ,0.0199                 ,17->30
     7 ,    31 ,  0.0588 ,  0.039  ,0.019799999999999998   ,7->31
    19 ,    32 ,  0.0496 ,  0.0298 ,0.019799999999999998   ,19->32
    20 ,    48 ,  0.0409 ,  0.0213 ,0.0196                 ,20->48
    15 ,    49 ,  0.0481 ,  0.0285 ,0.019599999999999996   ,15->49
     7 ,    33 ,  0.076  ,  0.0955 ,0.019500000000000003   ,33->7
    29 ,    45 ,  0.0394 ,  0.0589 ,0.019500000000000003   ,45->29
     6 ,    28 ,  0.0912 ,  0.1106 ,0.0194                 ,28->6
     7 ,    49 ,  0.0939 ,  0.0745 ,0.0194                 ,7->49
    24 ,    45 ,  0.0358 ,  0.0166 ,0.0192                 ,24->45
     1 ,    43 ,  0.0474 ,  0.0664 ,0.019000000000000003   ,43->1
    27 ,    30 ,  0.0627 ,  0.0438 ,0.018900000000000007   ,27->30
    24 ,    46 ,  0.0332 ,  0.0147 ,0.018500000000000003   ,24->46
     7 ,    26 ,  0.0802 ,  0.0617 ,0.018499999999999996   ,7->26
    41 ,    44 ,  0.0617 ,  0.0801 ,0.018400000000000007   ,44->41
    43 ,    45 ,  0.0457 ,  0.0273 ,0.018399999999999996   ,43->45
    24 ,    31 ,  0.0307 ,  0.0125 ,0.0182                 ,24->31
    19 ,    45 ,  0.037  ,  0.0189 ,0.018099999999999998   ,19->45
     9 ,    25 ,  0.0608 ,  0.0787 ,0.017900000000000006   ,25->9
    22 ,    30 ,  0.0323 ,  0.0144 ,0.017900000000000003   ,22->30
    20 ,    32 ,  0.0365 ,  0.0186 ,0.0179                 ,20->32
    43 ,    48 ,  0.1059 ,  0.088  ,0.0179                 ,43->48
    29 ,    34 ,  0.0526 ,  0.0704 ,0.017800000000000003   ,34->29
    27 ,    31 ,  0.0633 ,  0.081  ,0.017700000000000007   ,31->27
     2 ,    42 ,  0.0438 ,  0.0615 ,0.0177                 ,42->2
    47 ,    49 ,  0.1085 ,  0.0908 ,0.017699999999999994   ,47->49
    43 ,    46 ,  0.046  ,  0.0285 ,0.017499999999999998   ,43->46
     1 ,    44 ,  0.0465 ,  0.0639 ,0.0174                 ,44->1
     9 ,    49 ,  0.0461 ,  0.0635 ,0.0174                 ,49->9
    13 ,    31 ,  0.0719 ,  0.0893 ,0.0174                 ,31->13
    19 ,    31 ,  0.0338 ,  0.0164 ,0.017399999999999995   ,19->31
    23 ,    46 ,  0.0338 ,  0.0165 ,0.017299999999999996   ,23->46
     6 ,     8 ,  0.3959 ,  0.3786 ,0.017299999999999982   ,6->8
    20 ,    44 ,  0.035  ,  0.0178 ,0.017200000000000003   ,20->44
    32 ,    46 ,  0.0362 ,  0.0191 ,0.017100000000000004   ,32->46
    45 ,    47 ,  0.102  ,  0.085  ,0.016999999999999987   ,45->47
     4 ,    33 ,  0.0508 ,  0.0676 ,0.016799999999999995   ,33->4
    21 ,    40 ,  0.0336 ,  0.0169 ,0.0167                 ,21->40
     3 ,    12 ,  0.1691 ,  0.1858 ,0.016699999999999993   ,12->3
     3 ,    48 ,  0.063  ,  0.0797 ,0.016699999999999993   ,48->3
     8 ,    34 ,  0.0674 ,  0.0508 ,0.016600000000000004   ,8->34
    48 ,    49 ,  0.1682 ,  0.1848 ,0.016600000000000004   ,49->48
    21 ,    32 ,  0.0361 ,  0.0197 ,0.0164                 ,21->32
    21 ,    31 ,  0.0286 ,  0.0122 ,0.016399999999999998   ,21->31
    12 ,    25 ,  0.1238 ,  0.1075 ,0.016299999999999995   ,12->25
    45 ,    48 ,  0.0794 ,  0.0632 ,0.016199999999999992   ,45->48
    38 ,    40 ,  0.0745 ,  0.0906 ,0.016100000000000003   ,40->38
    20 ,    49 ,  0.034  ,  0.018  ,0.016000000000000004   ,20->49
     0 ,    46 ,  0.0314 ,  0.0473 ,0.015900000000000004   ,46->0
    22 ,    31 ,  0.0295 ,  0.0136 ,0.015899999999999997   ,22->31
    28 ,    31 ,  0.038  ,  0.0537 ,0.0157                 ,31->28
     8 ,    40 ,  0.0332 ,  0.0487 ,0.0155                 ,40->8
    20 ,    31 ,  0.0275 ,  0.012  ,0.0155                 ,20->31
     5 ,    28 ,  0.0896 ,  0.105  ,0.015399999999999997   ,28->5
    33 ,    42 ,  0.0783 ,  0.0936 ,0.015300000000000008   ,42->33
    18 ,    34 ,  0.0449 ,  0.0297 ,0.015200000000000002   ,18->34
     3 ,    49 ,  0.0486 ,  0.0638 ,0.015199999999999998   ,49->3
    24 ,    48 ,  0.0324 ,  0.0173 ,0.015099999999999999   ,24->48
    19 ,    49 ,  0.0364 ,  0.0214 ,0.015000000000000003   ,19->49
     4 ,    45 ,  0.0471 ,  0.062  ,0.014899999999999997   ,45->4
    44 ,    48 ,  0.081  ,  0.0661 ,0.014899999999999997   ,44->48
     1 ,    34 ,  0.0771 ,  0.0623 ,0.0148                 ,1->34
    19 ,    30 ,  0.0349 ,  0.0201 ,0.0148                 ,19->30
    19 ,    20 ,  0.0099 ,  0.0247 ,0.014799999999999999   ,20->19
     2 ,    43 ,  0.0379 ,  0.0527 ,0.014799999999999994   ,43->2
     7 ,    48 ,  0.0927 ,  0.1075 ,0.014799999999999994   ,48->7
    47 ,    48 ,  0.2084 ,  0.1937 ,0.01469999999999999    ,47->48
    23 ,    24 ,  0.0316 ,  0.0462 ,0.014599999999999995   ,24->23
     1 ,    33 ,  0.105  ,  0.1194 ,0.01440000000000001    ,33->1
     3 ,    46 ,  0.0341 ,  0.0485 ,0.014400000000000003   ,46->3
    25 ,    38 ,  0.2005 ,  0.2149 ,0.014399999999999996   ,38->25
     2 ,    15 ,  0.0494 ,  0.0637 ,0.014300000000000007   ,15->2
    16 ,    19 ,  0.0737 ,  0.0879 ,0.014200000000000004   ,19->16
    21 ,    41 ,  0.0328 ,  0.0186 ,0.014200000000000004   ,21->41
     0 ,    26 ,  0.0371 ,  0.0513 ,0.014199999999999997   ,26->0
    15 ,    23 ,  0.0195 ,  0.0336 ,0.014099999999999998   ,23->15
    32 ,    45 ,  0.0305 ,  0.0164 ,0.014099999999999998   ,32->45
    40 ,    45 ,  0.0246 ,  0.0387 ,0.014099999999999998   ,45->40
    17 ,    34 ,  0.0413 ,  0.0273 ,0.014000000000000002   ,17->34
    20 ,    33 ,  0.0369 ,  0.0229 ,0.014000000000000002   ,20->33
    21 ,    45 ,  0.0287 ,  0.0147 ,0.014                  ,21->45
    32 ,    42 ,  0.0939 ,  0.1078 ,0.01390000000000001    ,42->32
    22 ,    40 ,  0.0335 ,  0.0196 ,0.013900000000000003   ,22->40
     2 ,    44 ,  0.0514 ,  0.0653 ,0.013899999999999996   ,44->2
     4 ,    28 ,  0.065  ,  0.0789 ,0.013899999999999996   ,28->4
    22 ,    44 ,  0.0363 ,  0.0227 ,0.013599999999999998   ,22->44
     4 ,    44 ,  0.0394 ,  0.0529 ,0.013500000000000005   ,44->4
    41 ,    48 ,  0.046  ,  0.0595 ,0.013499999999999998   ,48->41
     1 ,    49 ,  0.0676 ,  0.0541 ,0.013499999999999991   ,1->49
    19 ,    21 ,  0.0123 ,  0.0255 ,0.013199999999999998   ,21->19
     3 ,    29 ,  0.0767 ,  0.0898 ,0.0131                 ,29->3
    13 ,    38 ,  0.2226 ,  0.2095 ,0.0131                 ,13->38
    29 ,    40 ,  0.0497 ,  0.0368 ,0.012900000000000002   ,29->40
    20 ,    45 ,  0.0286 ,  0.0159 ,0.0127                 ,20->45
    16 ,    30 ,  0.0281 ,  0.0155 ,0.0126                 ,16->30
    27 ,    43 ,  0.0636 ,  0.0762 ,0.0126                 ,43->27
    44 ,    45 ,  0.0422 ,  0.0296 ,0.0126                 ,44->45
     9 ,    30 ,  0.0491 ,  0.0366 ,0.012499999999999997   ,9->30
     0 ,    40 ,  0.0226 ,  0.035  ,0.012400000000000005   ,40->0
    41 ,    45 ,  0.0203 ,  0.0327 ,0.012400000000000001   ,45->41
     6 ,    31 ,  0.0587 ,  0.0464 ,0.012300000000000005   ,6->31
    23 ,    30 ,  0.024  ,  0.0117 ,0.0123                 ,23->30
    16 ,    23 ,  0.0164 ,  0.0287 ,0.012299999999999998   ,23->16
    22 ,    43 ,  0.0281 ,  0.0158 ,0.012299999999999998   ,22->43
     0 ,    38 ,  0.0766 ,  0.0644 ,0.012200000000000003   ,0->38
    33 ,    45 ,  0.0402 ,  0.028  ,0.012199999999999999   ,33->45
     4 ,    31 ,  0.0545 ,  0.0666 ,0.012100000000000007   ,31->4
    32 ,    40 ,  0.0386 ,  0.0265 ,0.012100000000000003   ,32->40
    25 ,    46 ,  0.0312 ,  0.0433 ,0.0121                 ,46->25
    25 ,    34 ,  0.0542 ,  0.0662 ,0.011999999999999997   ,34->25
    22 ,    42 ,  0.0365 ,  0.0246 ,0.011899999999999997   ,22->42
    29 ,    37 ,  0.1189 ,  0.1307 ,0.011800000000000005   ,37->29
    23 ,    40 ,  0.0267 ,  0.015  ,0.011700000000000002   ,23->40
    19 ,    33 ,  0.0444 ,  0.0328 ,0.0116                 ,19->33
    30 ,    42 ,  0.0565 ,  0.0681 ,0.011599999999999992   ,42->30
     8 ,    37 ,  0.0559 ,  0.0673 ,0.0114                 ,37->8
    24 ,    40 ,  0.0242 ,  0.0128 ,0.011399999999999999   ,24->40
    37 ,    40 ,  0.0907 ,  0.1021 ,0.011399999999999993   ,40->37
    21 ,    47 ,  0.036  ,  0.0249 ,0.011099999999999999   ,21->47
    30 ,    48 ,  0.0259 ,  0.037  ,0.011099999999999999   ,48->30
     5 ,    38 ,  0.1084 ,  0.0974 ,0.010999999999999996   ,5->38
    15 ,    21 ,  0.0207 ,  0.0316 ,0.010900000000000003   ,21->15
    23 ,    44 ,  0.029  ,  0.0181 ,0.0109                 ,23->44
    21 ,    46 ,  0.0238 ,  0.013  ,0.010800000000000002   ,21->46
    19 ,    47 ,  0.0448 ,  0.0341 ,0.010700000000000001   ,19->47
    12 ,    31 ,  0.0609 ,  0.0503 ,0.010600000000000005   ,12->31
    26 ,    49 ,  0.043  ,  0.0536 ,0.010600000000000005   ,49->26
     8 ,    28 ,  0.1047 ,  0.0941 ,0.010599999999999998   ,8->28
    20 ,    34 ,  0.0265 ,  0.0159 ,0.010599999999999998   ,20->34
    33 ,    48 ,  0.0698 ,  0.0593 ,0.010500000000000002   ,33->48
    37 ,    45 ,  0.046  ,  0.0565 ,0.010500000000000002   ,45->37
    40 ,    41 ,  0.1061 ,  0.0956 ,0.010499999999999995   ,40->41
     9 ,    28 ,  0.0786 ,  0.0682 ,0.010400000000000006   ,9->28
     8 ,    33 ,  0.0489 ,  0.0593 ,0.0104                 ,33->8
    24 ,    41 ,  0.0285 ,  0.0182 ,0.0103                 ,24->41
    31 ,    47 ,  0.0492 ,  0.0595 ,0.010299999999999997   ,47->31
     0 ,    12 ,  0.1256 ,  0.1153 ,0.01029999999999999    ,0->12
    19 ,    23 ,  0.0186 ,  0.0288 ,0.0102                 ,23->19
     3 ,    40 ,  0.0251 ,  0.0353 ,0.010199999999999997   ,40->3
    18 ,    21 ,  0.0123 ,  0.0224 ,0.0101                 ,21->18
     4 ,    25 ,  0.0757 ,  0.0656 ,0.010099999999999998   ,4->25
    36 ,    39 ,  0.7974 ,  0.7874 ,0.010000000000000009   ,36->39
    18 ,    23 ,  0.0234 ,  0.0334 ,0.009999999999999998   ,23->18
    32 ,    44 ,  0.0628 ,  0.0528 ,0.009999999999999995   ,32->44
    44 ,    47 ,  0.0668 ,  0.0768 ,0.009999999999999995   ,47->44
     4 ,    40 ,  0.0326 ,  0.0425 ,0.009900000000000006   ,40->4
    32 ,    43 ,  0.0683 ,  0.0584 ,0.009899999999999999   ,32->43
     1 ,    37 ,  0.1349 ,  0.125  ,0.009899999999999992   ,1->37
    16 ,    42 ,  0.0224 ,  0.0322 ,0.0098                 ,42->16
     9 ,    34 ,  0.0569 ,  0.0471 ,0.009799999999999996   ,9->34
     8 ,    45 ,  0.0932 ,  0.103  ,0.00979999999999999    ,45->8
     3 ,    44 ,  0.0359 ,  0.0456 ,0.0097                 ,44->3
    28 ,    30 ,  0.0452 ,  0.0355 ,0.0097                 ,28->30
    29 ,    46 ,  0.0517 ,  0.042  ,0.0097                 ,29->46
    31 ,    46 ,  0.0355 ,  0.0258 ,0.009699999999999997   ,31->46
     4 ,    46 ,  0.0342 ,  0.0438 ,0.009599999999999997   ,46->4
    15 ,    30 ,  0.0355 ,  0.0259 ,0.009599999999999997   ,15->30
     2 ,    31 ,  0.0584 ,  0.0489 ,0.009500000000000001   ,2->31
     4 ,    34 ,  0.0545 ,  0.064  ,0.009500000000000001   ,34->4
    17 ,    21 ,  0.0136 ,  0.023  ,0.0094                 ,21->17
    27 ,    46 ,  0.0559 ,  0.0465 ,0.009399999999999999   ,27->46
    26 ,    30 ,  0.0396 ,  0.0489 ,0.009299999999999996   ,30->26
