epoch,score,selection_eligible,agreement,agreement_score,agreement_weight,agreement_coverage,dir_margin,margin_score,density_factor,skeleton_overlap,actual_pair_density,target_pair_density,global_asymmetry,asymmetry_score,high_conf_edges,k,guardrail_pass,guardrail_reason,guardrail_density_ratio,guardrail_required_skeleton_overlap,guardrail_peak_skeleton_overlap,adj_offdiag_mean,adj_offdiag_std,adj_offdiag_cv,adj_offdiag_min,adj_offdiag_max,adj_in_degree_mean,adj_in_degree_std,adj_parent_entropy_mean,adj_eff_parents_mean,adj_eff_parents_p90,adj_ungated_asym_mean,adj_ungated_asym_median,adj_ungated_asym_p90,dir_active_pair_frac,dir_prior_q_threshold,dir_active_abs_margin_mean,dir_active_abs_margin_median,dir_active_abs_margin_p90,dir_active_abs_margin_near0_frac,dir_active_signed_raw_mean,dir_active_signed_raw_median,dir_active_signed_raw_p10,dir_active_signed_raw_frac_pos,dir_active_signed_gate_mean,dir_active_signed_gate_median,dir_active_signed_gate_p10,dir_active_signed_gate_frac_pos,cross_source_mean_cos,cross_source_p90_cos,cross_source_gt_0p7_frac,cross_pred_mean_cos,cross_pred_p90_cos,cross_pred_gt_0p7_frac,cross_target_mean_cos,cross_target_p90_cos,cross_target_gt_0p7_frac,cross_num_lags,cross_pred_target_diag_mean,cross_pred_target_offdiag_mean,cross_pred_target_diag_gap,cross_agg_max_mean,cross_agg_max_p90,cross_agg_eff_parents_mean,noise_probe_available,noise_probe_timestep,noise_probe_patel_loss,noise_probe_blend50_loss,noise_probe_learned_loss,noise_probe_delta_blend50_minus_patel,noise_probe_delta_learned_minus_patel,noise_probe_ratio_blend50_over_patel,noise_probe_ratio_learned_over_patel,noise_probe_guide_l1_mean,msg_dir_mode_is_causal,msg_dir_raw_diag_mean,msg_dir_raw_offdiag_mean,msg_dir_raw_diag_gap,msg_dir_causal_diag_mean,msg_dir_causal_offdiag_mean,msg_dir_causal_diag_gap,msg_dir_active_diag_gap,msg_dir_gap_delta_causal_minus_raw,msg_dir_prefers_causal,directional_kappa_gate_enabled,directional_kappa_gate_quantile,directional_kappa_gate_threshold,directional_kappa_gate_pair_frac,main_loss_weight,directional_loss_active,directional_loss_end_epoch,directional_loss_deactivated_from_epoch,dir_loss_raw,dir_loss_weighted,dir_lambda_current,direction_lr_multiplier,direction_lr_current,direction_branch_frozen,freeze_direction_after_epoch,direction_branch_frozen_from_epoch,cross_loss_raw,cross_loss_weighted,cross_lambda_current,cross_fixed_weight_target,anti_collapse_raw,anti_collapse_weighted,anti_collapse_lambda_current,anti_collapse_margin,anti_collapse_mode,ortho_loss_raw,ortho_loss_weighted,parent_entropy_raw,parent_entropy_weighted,parent_entropy_lambda_current,parent_cap_raw,parent_cap_weighted,parent_cap_lambda_current,parent_cap_target,ungated_symmetry_raw,ungated_symmetry_weighted,ungated_symmetry_lambda_current,gradient_alignment_probe_enabled,gradient_alignment_probe_seed,grad_probe_available,grad_probe_lambda_dir,grad_probe_diff_norm,grad_probe_dir_norm_raw,grad_probe_dir_norm_weighted,grad_probe_dir_to_diff_norm_ratio,grad_probe_cosine,grad_probe_cosine_negative
49,0.370658,1,0.500000,0.500000,0.000000,0.666667,0.031590,0.125692,0.000000,1.000000,0.000000,0.171429,0.005415,0.036087,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.013136,0.038295,2.915196,0.000000,0.221517,0.183908,0.057715,0.197694,1.848706,3.269993,0.000000,0.000000,0.000000,0.044444,0.019331,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.278681,0.617068,0.057143,0.150137,0.382991,0.000000,3.000000,-0.039527,-0.009601,-0.029926,0.755160,0.999998,1.730696,1.000000,500.000000,1.174815,1.171957,1.167388,-0.002857,-0.007427,0.997568,0.993678,0.072005,0.000000,0.191314,0.108594,0.082720,0.201047,0.111437,0.089611,0.082720,0.006891,1.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.743447,0.073318,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.030174,0.003262,0.197694,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
50,0.369040,1,0.583333,0.555556,0.000000,0.666667,0.029094,0.115855,0.000000,1.000000,0.000000,0.171429,0.004988,0.033238,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.012949,0.038081,2.940913,0.000000,0.219141,0.181282,0.053887,0.196510,1.842644,3.271251,0.000000,0.000000,0.000000,0.044444,0.019331,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.276870,0.586124,0.051948,0.150137,0.382991,0.000000,3.000000,-0.039314,-0.009309,-0.030005,0.758956,0.999998,1.721060,1.000000,500.000000,1.153559,1.169782,1.157502,0.016222,0.003943,1.014063,1.003418,0.072223,0.000000,0.191820,0.107959,0.083861,0.200111,0.111231,0.088880,0.083861,0.005018,1.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.743339,0.073317,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.030240,0.003138,0.196510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
51,0.369118,1,0.583333,0.555556,0.000000,0.666667,0.029214,0.116326,0.000000,1.000000,0.000000,0.171429,0.005008,0.033375,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.012659,0.037305,2.946966,0.000000,0.218274,0.177224,0.054184,0.194222,1.829319,3.246540,0.000000,0.000000,0.000000,0.044444,0.019331,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.274424,0.570473,0.047619,0.150137,0.382991,0.000000,3.000000,-0.039284,-0.009230,-0.030054,0.765310,0.999998,1.701314,1.000000,500.000000,1.176617,1.166681,1.169680,-0.009936,-0.006937,0.991556,0.994104,0.072617,0.000000,0.191886,0.107809,0.084077,0.199495,0.110807,0.088688,0.084077,0.004611,1.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.743244,0.073315,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.030126,0.003055,0.194222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
52,0.368176,1,0.583333,0.555556,0.000000,0.666667,0.027763,0.110598,0.000000,1.000000,0.000000,0.171429,0.004759,0.031718,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.012619,0.037260,2.952639,0.000000,0.212036,0.176668,0.050518,0.192629,1.821897,3.224067,0.000000,0.000000,0.000000,0.044444,0.019331,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.273436,0.576553,0.057143,0.150137,0.382991,0.000000,3.000000,-0.039458,-0.009135,-0.030323,0.769991,0.999999,1.691733,1.000000,500.000000,1.130146,1.127469,1.133612,-0.002677,0.003466,0.997631,1.003067,0.072638,0.000000,0.191207,0.107317,0.083890,0.199055,0.110509,0.088546,0.083890,0.004656,1.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.743268,0.073311,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.030246,0.002948,0.192629,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
53,0.368141,1,0.583333,0.555556,0.000000,0.666667,0.027709,0.110386,0.000000,1.000000,0.000000,0.171429,0.004750,0.031657,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.012511,0.036912,2.950334,0.000000,0.208869,0.175157,0.052382,0.190193,1.807291,3.206165,0.000000,0.000000,0.000000,0.044444,0.019331,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.270873,0.575644,0.057143,0.150137,0.382991,0.000000,3.000000,-0.039436,-0.009209,-0.030227,0.776818,0.999998,1.669706,1.000000,500.000000,1.156541,1.153028,1.160221,-0.003513,0.003680,0.996963,1.003182,0.072800,0.000000,0.190413,0.107293,0.083120,0.199256,0.110112,0.089144,0.083120,0.006024,1.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.743159,0.073308,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.030225,0.002865,0.190193,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
54,0.368165,1,0.583333,0.555556,0.000000,0.666667,0.027747,0.110533,0.000000,1.000000,0.000000,0.171429,0.004757,0.031700,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.012305,0.036724,2.984514,0.000000,0.203446,0.172266,0.050674,0.187740,1.793657,3.200367,0.000000,0.000000,0.000000,0.044444,0.019331,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.268095,0.576745,0.047619,0.150137,0.382991,0.000000,3.000000,-0.039408,-0.009129,-0.030279,0.782999,0.999999,1.649027,1.000000,500.000000,1.150121,1.147704,1.144783,-0.002417,-0.005338,0.997898,0.995359,0.073068,0.000000,0.190022,0.106701,0.083321,0.198710,0.109713,0.088997,0.083321,0.005676,1.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.743021,0.073301,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.030495,0.002693,0.187740,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
55,0.367122,1,0.583333,0.555556,0.000000,0.666667,0.026143,0.104193,0.000000,1.000000,0.000000,0.171429,0.004482,0.029869,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.012499,0.037205,2.976597,0.000000,0.204759,0.174989,0.051510,0.184599,1.774349,3.114083,0.000000,0.000000,0.000000,0.044444,0.019331,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.264970,0.582424,0.047619,0.150137,0.382991,0.000000,3.000000,-0.039302,-0.009140,-0.030162,0.790484,0.999999,1.620878,1.000000,500.000000,1.144115,1.145584,1.144843,0.001469,0.000728,1.001284,1.000636,0.072810,0.000000,0.189051,0.106436,0.082615,0.198418,0.109272,0.089146,0.082615,0.006530,1.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.742852,0.073300,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.030902,0.002666,0.184599,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
56,0.366633,1,0.583333,0.555556,0.000000,0.666667,0.025391,0.101216,0.000000,1.000000,0.000000,0.171429,0.004353,0.029010,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.012683,0.037903,2.988535,0.000000,0.204048,0.177560,0.051482,0.181638,1.759709,3.095737,0.000000,0.000000,0.000000,0.044444,0.019331,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.261816,0.584961,0.047619,0.150137,0.382991,0.000000,3.000000,-0.039374,-0.009166,-0.030208,0.796708,0.999999,1.602852,1.000000,500.000000,1.111156,1.118541,1.113249,0.007385,0.002093,1.006647,1.001884,0.072561,0.000000,0.188214,0.106175,0.082040,0.198544,0.108701,0.089843,0.082040,0.007803,1.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.742841,0.073292,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.031256,0.002546,0.181638,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
57,0.366344,1,0.583333,0.555556,0.000000,0.666667,0.024947,0.099460,0.000000,1.000000,0.000000,0.171429,0.004277,0.028504,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.012028,0.036243,3.013184,0.000000,0.198430,0.168395,0.048315,0.180006,1.749036,3.051790,0.000000,0.000000,0.000000,0.044444,0.019331,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.260250,0.586793,0.047619,0.150137,0.382991,0.000000,3.000000,-0.039202,-0.009068,-0.030135,0.800559,0.999999,1.587355,1.000000,500.000000,1.149330,1.144834,1.145048,-0.004496,-0.004282,0.996088,0.996274,0.073427,0.000000,0.187848,0.105841,0.082007,0.198257,0.108528,0.089730,0.082007,0.007722,1.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.742656,0.073288,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.031043,0.002467,0.180006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
58,0.365400,1,0.500000,0.500000,0.000000,0.666667,0.023499,0.093719,0.000000,1.000000,0.000000,0.171429,0.004028,0.026849,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.012000,0.036049,3.004156,0.000000,0.192285,0.167995,0.048077,0.178182,1.736593,3.012389,0.000000,0.000000,0.000000,0.044444,0.019331,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.258617,0.578297,0.047619,0.150137,0.382991,0.000000,3.000000,-0.039356,-0.009244,-0.030112,0.805049,0.999999,1.569011,1.000000,500.000000,1.129330,1.139188,1.128390,0.009858,-0.000940,1.008729,0.999168,0.073464,0.000000,0.187480,0.105721,0.081758,0.197762,0.108182,0.089580,0.081758,0.007822,1.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.742663,0.073283,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.031123,0.002374,0.178182,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
59,0.365467,1,0.583333,0.555556,0.000000,0.666667,0.023601,0.094125,0.000000,1.000000,0.000000,0.171429,0.004046,0.026966,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.012072,0.036397,3.014998,0.000000,0.189732,0.169006,0.045860,0.177347,1.733060,3.009005,0.000000,0.000000,0.000000,0.044444,0.019331,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.258311,0.581824,0.047619,0.150137,0.382991,0.000000,3.000000,-0.039421,-0.009192,-0.030229,0.806501,0.999999,1.565535,1.000000,500.000000,1.132122,1.128838,1.126896,-0.003284,-0.005225,0.997099,0.995384,0.073347,0.000000,0.186981,0.105349,0.081631,0.197615,0.108138,0.089477,0.081631,0.007845,1.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.742714,0.073279,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.031293,0.002273,0.177347,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
60,0.366191,1,0.500000,0.500000,0.000000,0.666667,0.024713,0.098531,0.000000,1.000000,0.000000,0.171429,0.004236,0.028236,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.012288,0.037135,3.022062,0.000000,0.193900,0.172029,0.048021,0.175028,1.718052,2.947871,0.000000,0.000000,0.000000,0.044444,0.019331,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.256635,0.584206,0.047619,0.150137,0.382991,0.000000,3.000000,-0.039434,-0.009219,-0.030215,0.811785,0.999999,1.544939,1.000000,500.000000,1.130351,1.127160,1.135879,-0.003190,0.005528,0.997178,1.004890,0.073068,0.000000,0.186842,0.105211,0.081632,0.196806,0.107743,0.089063,0.081632,0.007431,1.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.742651,0.073273,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.031520,0.002159,0.175028,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
61,0.364802,1,0.583333,0.555556,0.000000,0.666667,0.022581,0.090079,0.000000,1.000000,0.000000,0.171429,0.003871,0.025801,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.012072,0.036651,3.036071,0.000000,0.191222,0.169006,0.044546,0.173980,1.715985,2.945223,0.000000,0.000000,0.000000,0.044444,0.019331,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.254872,0.575985,0.047619,0.150137,0.382991,0.000000,3.000000,-0.039348,-0.009146,-0.030203,0.813209,0.999999,1.544226,1.000000,500.000000,1.182521,1.182358,1.185517,-0.000163,0.002997,0.999862,1.002534,0.073338,0.000000,0.186279,0.104841,0.081438,0.197141,0.107536,0.089605,0.081438,0.008167,1.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.742557,0.073273,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.031562,0.002080,0.173980,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
62,0.364569,1,0.583333,0.555556,0.000000,0.666667,0.022224,0.088662,0.000000,1.000000,0.000000,0.171429,0.003810,0.025393,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.012312,0.037556,3.050424,0.000000,0.193196,0.172365,0.047211,0.170157,1.693635,2.858041,0.000000,0.000000,0.000000,0.044444,0.019331,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.251399,0.565550,0.047619,0.150137,0.382991,0.000000,3.000000,-0.039305,-0.009176,-0.030129,0.820457,0.999999,1.516204,1.000000,500.000000,1.129279,1.128816,1.127714,-0.000463,-0.001566,0.999590,0.998614,0.073030,0.000000,0.185514,0.104439,0.081074,0.196591,0.107000,0.089591,0.081074,0.008516,1.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.742440,0.073271,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.032072,0.001990,0.170157,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
63,0.363916,1,0.583333,0.555556,0.000000,0.666667,0.021224,0.084691,0.000000,1.000000,0.000000,0.171429,0.003638,0.024251,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.011840,0.036464,3.079791,0.000000,0.182848,0.165757,0.043606,0.169081,1.687631,2.862936,0.000000,0.000000,0.000000,0.044444,0.019331,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.249568,0.570862,0.047619,0.150137,0.382991,0.000000,3.000000,-0.039311,-0.009205,-0.030106,0.821938,0.999999,1.508608,1.000000,500.000000,1.148962,1.145470,1.151307,-0.003492,0.002344,0.996960,1.002040,0.073652,0.000000,0.185411,0.104198,0.081212,0.196525,0.106757,0.089768,0.081212,0.008555,1.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.742461,0.073265,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.032075,0.001872,0.169081,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
64,0.363584,1,0.583333,0.555556,0.000000,0.666667,0.020715,0.082672,0.000000,1.000000,0.000000,0.171429,0.003551,0.023670,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.011823,0.036361,3.075452,0.000000,0.183788,0.165521,0.044616,0.168053,1.678907,2.800596,0.000000,0.000000,0.000000,0.044444,0.019331,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.249381,0.566517,0.038095,0.150137,0.382991,0.000000,3.000000,-0.039367,-0.009239,-0.030129,0.825082,0.999999,1.496162,1.000000,500.000000,1.117190,1.115766,1.106998,-0.001424,-0.010192,0.998726,0.990877,0.073682,0.000000,0.185451,0.104121,0.081330,0.195771,0.106642,0.089129,0.081330,0.007799,1.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.742430,0.073259,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.032063,0.001816,0.168053,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
65,0.362939,1,0.750000,0.666667,0.000000,0.666667,0.019728,0.078748,0.000000,1.000000,0.000000,0.171429,0.003382,0.022542,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.011741,0.036005,3.066600,0.000000,0.178928,0.164374,0.044904,0.167799,1.675026,2.777875,0.000000,0.000000,0.000000,0.044444,0.019331,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.249238,0.574051,0.028571,0.150137,0.382991,0.000000,3.000000,-0.039426,-0.009254,-0.030172,0.826277,0.999999,1.489497,1.000000,500.000000,1.105737,1.103851,1.107611,-0.001886,0.001873,0.998294,1.001694,0.073797,0.000000,0.185467,0.104032,0.081435,0.195191,0.106537,0.088655,0.081435,0.007219,1.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.742402,0.073257,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.031916,0.001741,0.167799,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
66,0.362790,1,0.666667,0.611111,0.000000,0.666667,0.019499,0.077840,0.000000,1.000000,0.000000,0.171429,0.003343,0.022281,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.011502,0.035478,3.084462,0.000000,0.178950,0.161031,0.043473,0.166497,1.668916,2.776214,0.000000,0.000000,0.000000,0.044444,0.019331,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.247065,0.567003,0.028571,0.150137,0.382991,0.000000,3.000000,-0.039507,-0.009437,-0.030069,0.828017,0.999999,1.483005,1.000000,500.000000,1.179514,1.172557,1.177317,-0.006958,-0.002198,0.994101,0.998137,0.074117,0.000000,0.184757,0.103948,0.080809,0.195831,0.106232,0.089599,0.080809,0.008790,1.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.742436,0.073254,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.031919,0.001619,0.166497,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
67,0.361345,1,0.750000,0.666667,0.000000,0.666667,0.017290,0.069050,0.000000,1.000000,0.000000,0.171429,0.002964,0.019758,12,18,0,low_density_factor|density_ratio_out_of_range,0.000000,0.850000,1.000000,0.011960,0.036943,3.088986,0.000000,0.180118,0.167433,0.043520,0.163883,1.653974,2.701607,0.000000,0.000000,0.000000,0.044444,0.019331,12.000000,12.000000,12.000000,0.000000,12.000000,12.000000,12.000000,1.000000,0.999988,0.999988,0.999988,1.000000,0.157186,0.361872,0.000000,0.245339,0.552819,0.028571,0.150137,0.382991,0.000000,3.000000,-0.039395,-0.009322,-0.030073,0.833029,0.999999,1.465874,1.000000,500.000000,1.091157,1.090455,1.089535,-0.000701,-0.001622,0.999357,0.998514,0.073486,0.000000,0.184103,0.103462,0.080641,0.195223,0.105980,0.089243,0.080641,0.008602,1.000000,1,0.500000,0.063121,0.373333,1.000000,1,-1,-1,0.000000,0.000000,0.500000,1.000000,0.001000,0,-1,-1,0.742283,0.073252,0.100000,0.100000,0.000000,0.000000,0.100000,0.020000,signed_gate,0.032532,0.001540,0.163883,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
